"CCSDS_OMM_VERS","COMMENT","CREATION_DATE","ORIGINATOR","OBJECT_NAME","OBJECT_ID","CENTER_NAME","REF_FRAME","TIME_SYSTEM","MEAN_ELEMENT_THEORY","EPOCH","MEAN_MOTION","ECCENTRICITY","INCLINATION","RA_OF_ASC_NODE","ARG_OF_PERICENTER","MEAN_ANOMALY","EPHEMERIS_TYPE","CLASSIFICATION_TYPE","NORAD_CAT_ID","ELEMENT_SET_NO","REV_AT_EPOCH","BSTAR","MEAN_MOTION_DOT","MEAN_MOTION_DDOT","SEMIMAJOR_AXIS","PERIOD","APOAPSIS","PERIAPSIS","OBJECT_TYPE","RCS_SIZE","COUNTRY_CODE","LAUNCH_DATE","SITE","DECAY_DATE","FILE","GP_ID","TLE_LINE0","TLE_LINE1","TLE_LINE2"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T06:26:15","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-01T01:58:18.287040","15.19286040","0.00147410","97.4231","65.8466","82.9803","5.2042","0","U","44804","999","11622","0.00009447700000","0.00001930","0.0000000000000","6886.134","94.781","518.150","497.848","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3260249","193095749","0 CARTOSAT 3","1 44804U 19081A   22001.08215610  .00001930  00000-0  94477-4 0  9995","2 44804  97.4231  65.8466 0014741  82.9803   5.2042 15.19286040116221"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T05:36:15","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-01T10:03:31.414176","15.19287376","0.00147280","97.4231","66.1780","81.6736","48.2997","0","U","44804","999","11627","0.00009489900000","0.00001939","0.0000000000000","6886.130","94.781","518.137","497.853","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3258138","193052445","0 CARTOSAT 3","1 44804U 19081A   22001.41911359  .00001939  00000-0  94899-4 0  9992","2 44804  97.4231  66.1780 0014728  81.6736  48.2997 15.19287376116274"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-01T20:19:10","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-01T13:14:48.302880","15.19287624","0.00147120","97.4231","66.3085","81.1149","54.9218","0","U","44804","999","11629","0.00009324300000","0.00001904","0.0000000000000","6886.129","94.781","518.125","497.863","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3255244","192866996","0 CARTOSAT 3","1 44804U 19081A   22001.55194795  .00001904  00000-0  93243-4 0  9998","2 44804  97.4231  66.3085 0014712  81.1149  54.9218 15.19287624116298"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-02T04:21:58","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-01T21:02:17.168640","15.19287874","0.00147050","97.4231","66.6274","80.2309","30.2632","0","U","44804","999","11634","0.00008734600000","0.00001779","0.0000000000000","6886.129","94.781","518.120","497.868","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3255246","192891913","0 CARTOSAT 3","1 44804U 19081A   22001.87658760  .00001779  00000-0  87346-4 0  9997","2 44804  97.4231  66.6274 0014705  80.2309  30.2632 15.19287874116341"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T05:46:26","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-02T04:47:18.897792","15.19288372","0.00146650","97.4234","66.9452","79.4783","356.1685","0","U","44804","999","11639","0.00008260900000","0.00001679","0.0000000000000","6886.127","94.781","518.091","497.894","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3258601","193061879","0 CARTOSAT 3","1 44804U 19081A   22002.19952428  .00001679  00000-0  82609-4 0  9997","2 44804  97.4234  66.9452 0014665  79.4783 356.1685 15.19288372116393"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T06:26:15","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-02T08:10:27.725088","15.19288648","0.00146690","97.4233","67.0837","79.0096","47.7413","0","U","44804","999","11641","0.00008128600000","0.00001651","0.0000000000000","6886.126","94.781","518.092","497.890","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3260368","193098841","0 CARTOSAT 3","1 44804U 19081A   22002.34059867  .00001651  00000-0  81286-4 0  9999","2 44804  97.4233  67.0837 0014669  79.0096  47.7413 15.19288648116419"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-02T19:00:44","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-02T12:51:02.872224","15.19289043","0.00146840","97.4234","67.2754","78.1294","33.6668","0","U","44804","999","11644","0.00007939100000","0.00001611","0.0000000000000","6886.125","94.781","518.102","497.878","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3255248","192918093","0 CARTOSAT 3","1 44804U 19081A   22002.53544991  .00001611  00000-0  79391-4 0  9997","2 44804  97.4234  67.2754 0014684  78.1294  33.6668 15.19289043116446"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T05:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-02T19:20:16.090656","15.19289132","0.00146840","97.4233","67.5409","77.3007","71.8932","0","U","44804","999","11648","0.00007446600000","0.00001507","0.0000000000000","6886.125","94.781","518.101","497.878","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3257847","193045366","0 CARTOSAT 3","1 44804U 19081A   22002.80574179  .00001507  00000-0  74466-4 0  9990","2 44804  97.4233  67.5409 0014684  77.3007  71.8932 15.19289132116489"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-03T03:20:56","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-02T22:03:24.560928","15.19288897","0.00146830","97.4233","67.6521","77.3446","331.0983","0","U","44804","999","11650","0.00007065800000","0.00001426","0.0000000000000","6886.125","94.781","518.101","497.880","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3255249","192942585","0 CARTOSAT 3","1 44804U 19081A   22002.91903427  .00001426  00000-0  70658-4 0  9993","2 44804  97.4233  67.6521 0014683  77.3446 331.0983 15.19288897116508"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T05:46:26","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-03T04:32:47.995296","15.19289897","0.00146700","97.4232","67.9179","76.4947","9.9987","0","U","44804","999","11654","0.00007117600000","0.00001437","0.0000000000000","6886.122","94.781","518.089","497.886","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3258784","193065740","0 CARTOSAT 3","1 44804U 19081A   22003.18944439  .00001437  00000-0  71176-4 0  9999","2 44804  97.4232  67.9179 0014670  76.4947   9.9987 15.19289897116541"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T05:46:26","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-03T10:55:28.040160","15.19290725","0.00146620","97.4229","68.1792","75.5830","23.4405","0","U","44804","999","11658","0.00007109600000","0.00001435","0.0000000000000","6886.120","94.781","518.081","497.889","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3258908","193066824","0 CARTOSAT 3","1 44804U 19081A   22003.45518565  .00001435  00000-0  71096-4 0  9995","2 44804  97.4229  68.1792 0014662  75.5830  23.4405 15.19290725116585"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-03T20:09:25","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-03T12:33:23.674752","15.19291002","0.00146860","97.4230","68.2461","75.2856","35.4511","0","U","44804","999","11659","0.00007127200000","0.00001439","0.0000000000000","6886.119","94.781","518.097","497.871","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3255250","192966578","0 CARTOSAT 3","1 44804U 19081A   22003.52319068  .00001439  00000-0  71272-4 0  9990","2 44804  97.4230  68.2461 0014686  75.2856  35.4511 15.19291002116593"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T05:26:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-03T18:58:09.708096","15.19291454","0.00147270","97.4231","68.5089","74.3091","56.9270","0","U","44804","999","11663","0.00006874800000","0.00001386","0.0000000000000","6886.118","94.781","518.124","497.842","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3257876","193045918","0 CARTOSAT 3","1 44804U 19081A   22003.79039014  .00001386  00000-0  68748-4 0  9994","2 44804  97.4231  68.5089 0014727  74.3091  56.9270 15.19291454116636"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T03:41:23","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-03T21:47:34.801152","15.19291654","0.00147390","97.4230","68.6245","73.9139","340.4000","0","U","44804","999","11665","0.00006777600000","0.00001365","0.0000000000000","6886.117","94.781","518.132","497.833","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3256498","193015785","0 CARTOSAT 3","1 44804U 19081A   22003.90804168  .00001365  00000-0  67776-4 0  9994","2 44804  97.4230  68.6245 0014739  73.9139 340.4000 15.19291654116657"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T07:26:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-04T02:32:50.794080","15.19292360","0.00147360","97.4230","68.8191","73.4924","343.6398","0","U","44804","999","11668","0.00006812300000","0.00001373","0.0000000000000","6886.115","94.781","518.127","497.833","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3262305","193138682","0 CARTOSAT 3","1 44804U 19081A   22004.10614345  .00001373  00000-0  68123-4 0  9999","2 44804  97.4230  68.8191 0014736  73.4924 343.6398 15.19292360116686"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T12:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-04T05:50:14.247744","15.19292906","0.00147200","97.4229","68.9540","73.1203","13.2712","0","U","44804","999","11670","0.00006892600000","0.00001390","0.0000000000000","6886.113","94.781","518.115","497.842","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3262552","193142019","0 CARTOSAT 3","1 44804U 19081A   22004.24322046  .00001390  00000-0  68926-4 0  9998","2 44804  97.4229  68.9540 0014720  73.1203  13.2712 15.19292906116702"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T20:06:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-04T10:38:26.937312","15.19293678","0.00147420","97.4228","69.1506","72.4325","27.9553","0","U","44804","999","11673","0.00007027800000","0.00001418","0.0000000000000","6886.111","94.781","518.128","497.825","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3263387","193185262","0 CARTOSAT 3","1 44804U 19081A   22004.44336733  .00001418  00000-0  70278-4 0  9992","2 44804  97.4228  69.1506 0014742  72.4325  27.9553 15.19293678116732"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T18:43:08","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-04T12:16:27.150240","15.19293952","0.00147350","97.4227","69.2175","72.1666","40.2247","0","U","44804","999","11674","0.00007059100000","0.00001425","0.0000000000000","6886.110","94.781","518.122","497.829","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3263295","193177619","0 CARTOSAT 3","1 44804U 19081A   22004.51142535  .00001425  00000-0  70591-4 0  9991","2 44804  97.4227  69.2175 0014735  72.1666  40.2247 15.19293952116745"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-04T23:06:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-04T21:35:20.675904","15.19294919","0.00147370","97.4227","69.5987","71.1514","2.6889","0","U","44804","999","11680","0.00006941700000","0.00001400","0.0000000000000","6886.107","94.781","518.120","497.824","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3263697","193188064","0 CARTOSAT 3","1 44804U 19081A   22004.89954486  .00001400  00000-0  69417-4 0  9996","2 44804  97.4227  69.5987 0014737  71.1514   2.6889 15.19294919116807"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-05T03:38:22","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-04T21:35:20.675904","15.19294919","0.00147370","97.4227","69.5987","71.1514","2.6889","0","U","44804","999","11680","0.00006941700000","0.00001400","0.0000000000000","6886.107","94.781","518.120","497.824","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3264067","193213475","0 CARTOSAT 3","1 44804U 19081A   22004.89954486  .00001400  00000-0  69417-4 0  9996","2 44804  97.4227  69.5987 0014737  71.1514   2.6889 15.19294919116807"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-05T06:36:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-05T03:55:47.570592","15.19295701","0.00146720","97.4226","69.8587","70.7102","7.2427","0","U","44804","999","11684","0.00006917900000","0.00001395","0.0000000000000","6886.105","94.781","518.073","497.867","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3264191","193220747","0 CARTOSAT 3","1 44804U 19081A   22005.16374503  .00001395  00000-0  69179-4 0  9991","2 44804  97.4226  69.8587 0014672  70.7102   7.2427 15.19295701116844"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-05T14:16:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-05T11:58:19.014816","15.19296867","0.00146890","97.4225","70.1878","69.5585","39.9670","0","U","44804","999","11689","0.00007106300000","0.00001435","0.0000000000000","6886.101","94.781","518.081","497.851","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3264416","193225526","0 CARTOSAT 3","1 44804U 19081A   22005.49883119  .00001435  00000-0  71063-4 0  9995","2 44804  97.4225  70.1878 0014689  69.5585  39.9670 15.19296867116891"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-05T18:44:09","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-05T11:58:19.014816","15.19296867","0.00146890","97.4225","70.1878","69.5585","39.9670","0","U","44804","999","11689","0.00007106300000","0.00001435","0.0000000000000","6886.101","94.781","518.081","497.851","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3264673","193251191","0 CARTOSAT 3","1 44804U 19081A   22005.49883119  .00001435  00000-0  71063-4 0  9995","2 44804  97.4225  70.1878 0014689  69.5585  39.9670 15.19296867116891"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-05T22:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-05T18:22:20.831232","15.19297500","0.00146560","97.4226","70.4498","68.8702","58.3640","0","U","44804","999","11693","0.00007021500000","0.00001417","0.0000000000000","6886.099","94.781","518.057","497.872","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3264722","193256425","0 CARTOSAT 3","1 44804U 19081A   22005.76551888  .00001417  00000-0  70215-4 0  9998","2 44804  97.4226  70.4498 0014656  68.8702  58.3640 15.19297500116932"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-06T04:28:38","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-05T22:31:43.999680","15.19297427","0.00146490","97.4223","70.6197","68.4505","285.4056","0","U","44804","999","11695","0.00006671600000","0.00001343","0.0000000000000","6886.100","94.781","518.052","497.877","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3265018","193283786","0 CARTOSAT 3","1 44804U 19081A   22005.93870370  .00001343  00000-0  66716-4 0  9996","2 44804  97.4223  70.6197 0014649  68.4505 285.4056 15.19297427116950"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-06T06:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-06T05:07:54.088608","15.19298197","0.00146550","97.4222","70.8902","67.6197","350.0196","0","U","44804","999","11700","0.00006686000000","0.00001346","0.0000000000000","6886.097","94.781","518.054","497.871","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3265029","193288688","0 CARTOSAT 3","1 44804U 19081A   22006.21382047  .00001346  00000-0  66860-4 0  9990","2 44804  97.4222  70.8902 0014655  67.6197 350.0196 15.19298197117006"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-06T14:16:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-06T13:21:23.550912","15.19298463","0.00145880","97.4221","71.2268","66.5947","64.2448","0","U","44804","999","11705","0.00006300900000","0.00001265","0.0000000000000","6886.097","94.781","518.007","497.916","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3265328","193294919","0 CARTOSAT 3","1 44804U 19081A   22006.55652258  .00001265  00000-0  63009-4 0  9993","2 44804  97.4221  71.2268 0014588  66.5947  64.2448 15.19298463117056"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-06T18:23:40","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-06T13:21:23.550912","15.19298463","0.00145880","97.4221","71.2268","66.5947","64.2448","0","U","44804","999","11705","0.00006300900000","0.00001265","0.0000000000000","6886.097","94.781","518.007","497.916","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3265629","193321701","0 CARTOSAT 3","1 44804U 19081A   22006.55652258  .00001265  00000-0  63009-4 0  9993","2 44804  97.4221  71.2268 0014588  66.5947  64.2448 15.19298463117056"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-06T22:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-06T19:43:52.367232","15.19298682","0.00145190","97.4219","71.4879","65.5904","77.0733","0","U","44804","999","11709","0.00006029200000","0.00001207","0.0000000000000","6886.096","94.781","517.959","497.963","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3265641","193327536","0 CARTOSAT 3","1 44804U 19081A   22006.82213388  .00001207  00000-0  60292-4 0  9997","2 44804  97.4219  71.4879 0014519  65.5904  77.0733 15.19298682117095"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-07T02:30:41","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-06T19:43:52.367232","15.19298682","0.00145190","97.4219","71.4879","65.5904","77.0733","0","U","44804","999","11709","0.00006029200000","0.00001207","0.0000000000000","6886.096","94.781","517.959","497.963","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3265870","193352353","0 CARTOSAT 3","1 44804U 19081A   22006.82213388  .00001207  00000-0  60292-4 0  9997","2 44804  97.4219  71.4879 0014519  65.5904  77.0733 15.19298682117095"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-07T06:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-07T03:23:35.621664","15.19298830","0.00145040","97.4218","71.8012","64.7518","22.9282","0","U","44804","999","11714","0.00005611800000","0.00001119","0.0000000000000","6886.095","94.781","517.948","497.973","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3265894","193357468","0 CARTOSAT 3","1 44804U 19081A   22007.14138451  .00001119  00000-0  56118-4 0  9994","2 44804  97.4218  71.8012 0014504  64.7518  22.9282 15.19298830117142"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-07T14:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-07T10:57:31.714848","15.19299220","0.00145040","97.4214","72.1106","63.6917","307.0428","0","U","44804","999","11719","0.00005413700000","0.00001077","0.0000000000000","6886.094","94.781","517.947","497.972","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3266217","193364980","0 CARTOSAT 3","1 44804U 19081A   22007.45661707  .00001077  00000-0  54137-4 0  9995","2 44804  97.4214  72.1106 0014504  63.6917 307.0428 15.19299220117195"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-07T18:50:20","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-07T10:57:31.714848","15.19299220","0.00145040","97.4214","72.1106","63.6917","307.0428","0","U","44804","999","11719","0.00005413700000","0.00001077","0.0000000000000","6886.094","94.781","517.947","497.972","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3266507","193392457","0 CARTOSAT 3","1 44804U 19081A   22007.45661707  .00001077  00000-0  54137-4 0  9995","2 44804  97.4214  72.1106 0014504  63.6917 307.0428 15.19299220117195"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-07T22:16:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-07T19:22:42.179232","15.19299106","0.00144950","97.4215","72.4557","62.2179","66.0651","0","U","44804","999","11724","0.00004815600000","0.00000950","0.0000000000000","6886.095","94.781","517.941","497.978","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3266522","193397210","0 CARTOSAT 3","1 44804U 19081A   22007.80743263  .00000950  00000-0  48156-4 0  9995","2 44804  97.4215  72.4557 0014495  62.2179  66.0651 15.19299106117242"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-08T03:40:13","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-07T19:22:42.179232","15.19299106","0.00144950","97.4215","72.4557","62.2179","66.0651","0","U","44804","999","11724","0.00004815600000","0.00000950","0.0000000000000","6886.095","94.781","517.941","497.978","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3266804","193423202","0 CARTOSAT 3","1 44804U 19081A   22007.80743263  .00000950  00000-0  48156-4 0  9995","2 44804  97.4215  72.4557 0014495  62.2179  66.0651 15.19299106117242"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-08T06:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-08T04:37:33.296736","15.19299145","0.00144580","97.4216","72.8342","60.9854","13.4145","0","U","44804","999","11730","0.00004332500000","0.00000848","0.0000000000000","6886.095","94.781","517.915","498.004","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3266814","193428534","0 CARTOSAT 3","1 44804U 19081A   22008.19274649  .00000848  00000-0  43325-4 0  9994","2 44804  97.4216  72.8342 0014458  60.9854  13.4145 15.19299145117307"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-08T14:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-08T12:41:22.292736","15.19299445","0.00144600","97.4211","73.1644","59.9242","50.9572","0","U","44804","999","11735","0.00004105700000","0.00000800","0.0000000000000","6886.094","94.781","517.916","498.001","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3267076","193433960","0 CARTOSAT 3","1 44804U 19081A   22008.52873024  .00000800  00000-0  41057-4 0  9991","2 44804  97.4211  73.1644 0014460  59.9242  50.9572 15.19299445117351"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-08T20:35:46","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-08T12:41:22.292736","15.19299445","0.00144600","97.4211","73.1644","59.9242","50.9572","0","U","44804","999","11735","0.00004105700000","0.00000800","0.0000000000000","6886.094","94.781","517.916","498.001","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3267276","193459271","0 CARTOSAT 3","1 44804U 19081A   22008.52873024  .00000800  00000-0  41057-4 0  9991","2 44804  97.4211  73.1644 0014460  59.9242  50.9572 15.19299445117351"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-08T22:36:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-08T20:27:02.786112","15.19299396","0.00145200","97.4213","73.4824","58.8721","19.6266","0","U","44804","999","11740","0.00003690800000","0.00000713","0.0000000000000","6886.094","94.781","517.957","497.960","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3267347","193465238","0 CARTOSAT 3","1 44804U 19081A   22008.85211558  .00000713  00000-0  36908-4 0  9997","2 44804  97.4213  73.4824 0014520  58.8721  19.6266 15.19299396117406"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-09T04:29:08","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-08T20:27:02.786112","15.19299396","0.00145200","97.4213","73.4824","58.8721","19.6266","0","U","44804","999","11740","0.00003690800000","0.00000713","0.0000000000000","6886.094","94.781","517.957","497.960","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3267514","193489616","0 CARTOSAT 3","1 44804U 19081A   22008.85211558  .00000713  00000-0  36908-4 0  9997","2 44804  97.4213  73.4824 0014520  58.8721  19.6266 15.19299396117406"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-09T06:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-09T04:23:16.379808","15.19299696","0.00144830","97.4213","73.8075","57.9196","28.2519","0","U","44804","999","11745","0.00003495200000","0.00000671","0.0000000000000","6886.093","94.781","517.931","497.985","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3267527","193494093","0 CARTOSAT 3","1 44804U 19081A   22009.18282847  .00000671  00000-0  34952-4 0  9993","2 44804  97.4213  73.8075 0014483  57.9196  28.2519 15.19299696117457"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-09T14:16:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-09T12:24:11.060352","15.19300561","0.00144870","97.4211","74.1356","56.6781","54.9513","0","U","44804","999","11750","0.00003687500000","0.00000712","0.0000000000000","6886.090","94.780","517.931","497.979","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3267810","193500271","0 CARTOSAT 3","1 44804U 19081A   22009.51679468  .00000712  00000-0  36875-4 0  9991","2 44804  97.4211  74.1356 0014487  56.6781  54.9513 15.19300561117501"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-09T17:57:46","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-09T12:24:11.060352","15.19300561","0.00144870","97.4211","74.1356","56.6781","54.9513","0","U","44804","999","11750","0.00003687500000","0.00000712","0.0000000000000","6886.090","94.780","517.931","497.979","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3268062","193526002","0 CARTOSAT 3","1 44804U 19081A   22009.51679468  .00000712  00000-0  36875-4 0  9991","2 44804  97.4211  74.1356 0014487  56.6781  54.9513 15.19300561117501"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-09T22:16:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-09T18:47:58.373664","15.19300921","0.00145010","97.4211","74.3974","55.9056","72.5191","0","U","44804","999","11754","0.00003632600000","0.00000700","0.0000000000000","6886.089","94.780","517.940","497.969","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3268086","193531576","0 CARTOSAT 3","1 44804U 19081A   22009.78331451  .00000700  00000-0  36326-4 0  9995","2 44804  97.4211  74.3974 0014501  55.9056  72.5191 15.19300921117545"
