"CCSDS_OMM_VERS","COMMENT","CREATION_DATE","ORIGINATOR","OBJECT_NAME","OBJECT_ID","CENTER_NAME","REF_FRAME","TIME_SYSTEM","MEAN_ELEMENT_THEORY","EPOCH","MEAN_MOTION","ECCENTRICITY","INCLINATION","RA_OF_ASC_NODE","ARG_OF_PERICENTER","MEAN_ANOMALY","EPHEMERIS_TYPE","CLASSIFICATION_TYPE","NORAD_CAT_ID","ELEMENT_SET_NO","REV_AT_EPOCH","BSTAR","MEAN_MOTION_DOT","MEAN_MOTION_DDOT","SEMIMAJOR_AXIS","PERIOD","APOAPSIS","PERIAPSIS","OBJECT_TYPE","RCS_SIZE","COUNTRY_CODE","LAUNCH_DATE","SITE","DECAY_DATE","FILE","GP_ID","TLE_LINE0","TLE_LINE1","TLE_LINE2"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-23T06:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-23T03:28:46.508736","15.19255534","0.00137020","97.4196","87.5242","11.5085","68.9166","0","U","44804","999","11957","0.00008630100000","0.00001755","0.0000000000000","6886.226","94.783","517.527","498.656","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3280375","194430194","0 CARTOSAT 3","1 44804U 19081A   22023.14498274  .00001755  00000-0  86301-4 0  9997","2 44804  97.4196  87.5242 0013702  11.5085  68.9166 15.19255534119578"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-23T14:36:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-23T11:30:57.451104","15.19256418","0.00137000","97.4196","87.8533","10.2302","100.4194","0","U","44804","999","11962","0.00008466500000","0.00001720","0.0000000000000","6886.224","94.783","517.523","498.654","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3280754","194438851","0 CARTOSAT 3","1 44804U 19081A   22023.47983161  .00001720  00000-0  84665-4 0  9990","2 44804  97.4196  87.8533 0013700  10.2302 100.4194 15.19256418119621"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-23T18:31:28","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-23T11:30:57.451104","15.19256418","0.00137000","97.4196","87.8533","10.2302","100.4194","0","U","44804","999","11962","0.00008466500000","0.00001720","0.0000000000000","6886.224","94.783","517.523","498.654","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3280923","194461320","0 CARTOSAT 3","1 44804U 19081A   22023.47983161  .00001720  00000-0  84665-4 0  9990","2 44804  97.4196  87.8533 0013700  10.2302 100.4194 15.19256418119621"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-23T22:16:20","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-23T19:17:53.376864","15.19256794","0.00136860","97.4195","88.1714","9.2140","73.7744","0","U","44804","999","11967","0.00007981300000","0.00001618","0.0000000000000","6886.222","94.783","517.512","498.663","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3280951","194467830","0 CARTOSAT 3","1 44804U 19081A   22023.80409001  .00001618  00000-0  79813-4 0  9998","2 44804  97.4195  88.1714 0013686   9.2140  73.7744 15.19256794119671"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-24T06:30:57","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-23T22:51:15.142176","15.19256495","0.00135850","97.4196","88.3167","8.9254","163.9244","0","U","44804","999","11969","0.00007491000000","0.00001514","0.0000000000000","6886.223","94.783","517.443","498.733","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3281238","194493907","0 CARTOSAT 3","1 44804U 19081A   22023.95225859  .00001514  00000-0  74910-4 0  9999","2 44804  97.4196  88.3167 0013585   8.9254 163.9244 15.19256495119693"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-24T06:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-24T03:04:22.132416","15.19257012","0.00135380","97.4197","88.4895","8.3028","45.3059","0","U","44804","999","11972","0.00007452100000","0.00001506","0.0000000000000","6886.222","94.783","517.409","498.764","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3281211","194473332","0 CARTOSAT 3","1 44804U 19081A   22024.12803394  .00001506  00000-0  74521-4 0  9994","2 44804  97.4197  88.4895 0013538   8.3028  45.3059 15.19257012119721"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-24T14:16:17","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-24T12:48:49.202784","15.19257896","0.00134810","97.4196","88.8883","6.9902","105.0300","0","U","44804","999","11978","0.00007195000000","0.00001451","0.0000000000000","6886.219","94.783","517.367","498.801","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3281467","194503918","0 CARTOSAT 3","1 44804U 19081A   22024.53390281  .00001451  00000-0  71950-4 0  9997","2 44804  97.4196  88.8883 0013481   6.9902 105.0300 15.19257896119782"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-24T22:16:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-24T20:43:19.727328","15.19257475","0.00134030","97.4197","89.2119","6.0522","107.0644","0","U","44804","999","11983","0.00006293800000","0.00001261","0.0000000000000","6886.220","94.783","517.315","498.856","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3281998","194535792","0 CARTOSAT 3","1 44804U 19081A   22024.86342277  .00001261  00000-0  62938-4 0  9990","2 44804  97.4197  89.2119 0013403   6.0522 107.0644 15.19257475119835"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-25T06:16:13","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-25T04:27:31.977792","15.19258570","0.00133760","97.4196","89.5284","4.8788","70.2292","0","U","44804","999","11988","0.00006391200000","0.00001282","0.0000000000000","6886.217","94.783","517.293","498.871","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3282686","194574302","0 CARTOSAT 3","1 44804U 19081A   22025.18578678  .00001282  00000-0  63912-4 0  9998","2 44804  97.4196  89.5284 0013376   4.8788  70.2292 15.19258570119881"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-25T19:28:22","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-25T12:30:38.947104","15.19259834","0.00133810","97.4194","89.8580","3.5822","105.3036","0","U","44804","999","11993","0.00006556100000","0.00001316","0.0000000000000","6886.213","94.783","517.293","498.864","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3283407","194608932","0 CARTOSAT 3","1 44804U 19081A   22025.52128411  .00001316  00000-0  65561-4 0  9992","2 44804  97.4194  89.8580 0013381   3.5822 105.3036 15.19259834119938"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-25T22:56:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-25T20:29:22.515648","15.19260311","0.00133000","97.4194","90.1849","2.7173","123.2812","0","U","44804","999","11998","0.00006219200000","0.00001245","0.0000000000000","6886.212","94.783","517.236","498.918","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3283504","194616536","0 CARTOSAT 3","1 44804U 19081A   22025.85373282  .00001245  00000-0  62192-4 0  9994","2 44804  97.4194  90.1849 0013300   2.7173 123.2812 15.19260311119980"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-26T03:30:25","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-25T20:29:22.515648","15.19260311","0.00133000","97.4194","90.1849","2.7173","123.2812","0","U","44804","999","11998","0.00006219200000","0.00001245","0.0000000000000","6886.212","94.783","517.236","498.918","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3283711","194640821","0 CARTOSAT 3","1 44804U 19081A   22025.85373282  .00001245  00000-0  62192-4 0  9994","2 44804  97.4194  90.1849 0013300   2.7173 123.2812 15.19260311119980"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-26T06:16:14","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-26T04:10:33.123072","15.19261346","0.00133020","97.4191","90.4992","1.3963","75.1052","0","U","44804","999","12003","0.00006283100000","0.00001259","0.0000000000000","6886.209","94.783","517.234","498.914","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3283729","194647029","0 CARTOSAT 3","1 44804U 19081A   22026.17399448  .00001259  00000-0  62831-4 0  9997","2 44804  97.4191  90.4992 0013302   1.3963  75.1052 15.19261346120031"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-26T14:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-26T12:13:38.176896","15.19262961","0.00133090","97.4190","90.8287","0.3025","109.8605","0","U","44804","999","12008","0.00006722900000","0.00001352","0.0000000000000","6886.204","94.783","517.234","498.904","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3284022","194653074","0 CARTOSAT 3","1 44804U 19081A   22026.50946964  .00001352  00000-0  67229-4 0  9995","2 44804  97.4190  90.8287 0013309   0.3025 109.8605 15.19262961120084"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-26T22:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-26T20:08:09.008160","15.19263937","0.00132150","97.4191","91.1524","359.3976","111.8950","0","U","44804","999","12013","0.00006748500000","0.00001357","0.0000000000000","6886.201","94.783","517.166","498.966","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3284296","194683820","0 CARTOSAT 3","1 44804U 19081A   22026.83899315  .00001357  00000-0  67485-4 0  9997","2 44804  97.4191  91.1524 0013215 359.3976 111.8950 15.19263937120137"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-27T06:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-27T03:53:35.877120","15.19265174","0.00132020","97.4190","91.4699","358.1254","79.8867","0","U","44804","999","12018","0.00006912500000","0.00001392","0.0000000000000","6886.197","94.783","517.153","498.971","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3284703","194714874","0 CARTOSAT 3","1 44804U 19081A   22027.16222080  .00001392  00000-0  69125-4 0  9995","2 44804  97.4190  91.4699 0013202 358.1254  79.8867 15.19265174120184"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-27T17:50:47","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-27T11:59:48.100128","15.19266807","0.00131850","97.4190","91.8018","357.1685","126.3496","0","U","44804","999","12023","0.00007370400000","0.00001489","0.0000000000000","6886.192","94.783","517.137","498.978","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3284946","194738971","0 CARTOSAT 3","1 44804U 19081A   22027.49986227  .00001489  00000-0  73704-4 0  9996","2 44804  97.4190  91.8018 0013185 357.1685 126.3496 15.19266807120236"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-27T22:16:21","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-27T21:15:56.924064","15.19267949","0.00130880","97.4190","92.1811","355.6867","78.8231","0","U","44804","999","12029","0.00007386300000","0.00001492","0.0000000000000","6886.189","94.782","517.066","499.041","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3284971","194745794","0 CARTOSAT 3","1 44804U 19081A   22027.88607551  .00001492  00000-0  73863-4 0  9999","2 44804  97.4190  92.1811 0013088 355.6867  78.8231 15.19267949120290"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-28T06:39:26","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-27T21:15:56.924064","15.19267949","0.00130880","97.4190","92.1811","355.6867","78.8231","0","U","44804","999","12029","0.00007386300000","0.00001492","0.0000000000000","6886.189","94.782","517.066","499.041","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3285556","194777671","0 CARTOSAT 3","1 44804U 19081A   22027.88607551  .00001492  00000-0  73863-4 0  9999","2 44804  97.4190  92.1811 0013088 355.6867  78.8231 15.19267949120290"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-28T06:26:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-28T03:36:40.462848","15.19268831","0.00130700","97.4189","92.4408","354.6969","84.9513","0","U","44804","999","12033","0.00007416700000","0.00001498","0.0000000000000","6886.186","94.782","517.051","499.051","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3285477","194756137","0 CARTOSAT 3","1 44804U 19081A   22028.15046832  .00001498  00000-0  74167-4 0  9993","2 44804  97.4189  92.4408 0013070 354.6969  84.9513 15.19268831120333"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-28T16:26:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-28T11:42:47.719584","15.19269875","0.00130810","97.4189","92.7725","353.4462","131.3942","0","U","44804","999","12038","0.00007464000000","0.00001508","0.0000000000000","6886.183","94.782","517.056","499.040","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3285883","194790224","0 CARTOSAT 3","1 44804U 19081A   22028.48805231  .00001508  00000-0  74640-4 0  9993","2 44804  97.4189  92.7725 0013081 353.4462 131.3942 15.19269875120382"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-28T18:34:45","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-28T11:42:47.719584","15.19269875","0.00130810","97.4189","92.7725","353.4462","131.3942","0","U","44804","999","12038","0.00007464000000","0.00001508","0.0000000000000","6886.183","94.782","517.056","499.040","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3285972","194811658","0 CARTOSAT 3","1 44804U 19081A   22028.48805231  .00001508  00000-0  74640-4 0  9993","2 44804  97.4189  92.7725 0013081 353.4462 131.3942 15.19269875120382"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-28T22:16:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-28T18:08:12.689952","15.19270752","0.00130670","97.4188","93.0354","352.4102","155.3745","0","U","44804","999","12042","0.00007489400000","0.00001514","0.0000000000000","6886.180","94.782","517.043","499.047","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3286001","194817532","0 CARTOSAT 3","1 44804U 19081A   22028.75570243  .00001514  00000-0  74894-4 0  9993","2 44804  97.4188  93.0354 0013067 352.4102 155.3745 15.19270752120425"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-29T03:09:56","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-28T18:08:12.689952","15.19270752","0.00130670","97.4188","93.0354","352.4102","155.3745","0","U","44804","999","12042","0.00007489400000","0.00001514","0.0000000000000","6886.180","94.782","517.043","499.047","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3286235","194842203","0 CARTOSAT 3","1 44804U 19081A   22028.75570243  .00001514  00000-0  74894-4 0  9993","2 44804  97.4188  93.0354 0013067 352.4102 155.3745 15.19270752120425"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-29T06:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-29T03:12:57.132576","15.19271530","0.00130110","97.4188","93.4068","351.1732","64.3106","0","U","44804","999","12048","0.00007278300000","0.00001469","0.0000000000000","6886.178","94.782","517.003","499.083","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3286249","194848140","0 CARTOSAT 3","1 44804U 19081A   22029.13399459  .00001469  00000-0  72783-4 0  9998","2 44804  97.4188  93.4068 0013011 351.1732  64.3106 15.19271530120486"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-29T14:16:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-29T12:57:10.074816","15.19272672","0.00130170","97.4188","93.8056","349.7732","123.2502","0","U","44804","999","12054","0.00007206900000","0.00001454","0.0000000000000","6886.175","94.782","517.003","499.076","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3286599","194855385","0 CARTOSAT 3","1 44804U 19081A   22029.53969994  .00001454  00000-0  72069-4 0  9990","2 44804  97.4188  93.8056 0013017 349.7732 123.2502 15.19272672120546"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-29T19:49:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-29T12:57:10.074816","15.19272672","0.00130170","97.4188","93.8056","349.7732","123.2502","0","U","44804","999","12054","0.00007206900000","0.00001454","0.0000000000000","6886.175","94.782","517.003","499.076","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3286885","194882801","0 CARTOSAT 3","1 44804U 19081A   22029.53969994  .00001454  00000-0  72069-4 0  9990","2 44804  97.4188  93.8056 0013017 349.7732 123.2502 15.19272672120546"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-29T22:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-29T19:20:38.718816","15.19273261","0.00129730","97.4190","94.0672","348.9325","139.6779","0","U","44804","999","12058","0.00007050300000","0.00001421","0.0000000000000","6886.173","94.782","516.971","499.104","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3286893","194887749","0 CARTOSAT 3","1 44804U 19081A   22029.80600369  .00001421  00000-0  70503-4 0  9993","2 44804  97.4190  94.0672 0012973 348.9325 139.6779 15.19273261120581"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-30T03:42:58","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-29T19:20:38.718816","15.19273261","0.00129730","97.4190","94.0672","348.9325","139.6779","0","U","44804","999","12058","0.00007050300000","0.00001421","0.0000000000000","6886.173","94.782","516.971","499.104","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3287083","194910573","0 CARTOSAT 3","1 44804U 19081A   22029.80600369  .00001421  00000-0  70503-4 0  9993","2 44804  97.4190  94.0672 0012973 348.9325 139.6779 15.19273261120581"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-30T06:16:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-30T02:55:26.779008","15.19274267","0.00128680","97.4191","94.3774","347.7585","67.1693","0","U","44804","999","12063","0.00007044100000","0.00001420","0.0000000000000","6886.170","94.782","516.896","499.174","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3287096","194917263","0 CARTOSAT 3","1 44804U 19081A   22030.12183772  .00001420  00000-0  70441-4 0  9994","2 44804  97.4191  94.3774 0012868 347.7585  67.1693 15.19274267120639"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-30T14:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-30T12:38:41.656992","15.19275861","0.00128910","97.4189","94.7755","346.3067","122.4941","0","U","44804","999","12069","0.00007253900000","0.00001464","0.0000000000000","6886.165","94.782","516.907","499.153","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3287419","194924272","0 CARTOSAT 3","1 44804U 19081A   22030.52687103  .00001464  00000-0  72539-4 0  9993","2 44804  97.4189  94.7755 0012891 346.3067 122.4941 15.19275861120693"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-30T20:08:58","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-30T12:38:41.656992","15.19275861","0.00128910","97.4189","94.7755","346.3067","122.4941","0","U","44804","999","12069","0.00007253900000","0.00001464","0.0000000000000","6886.165","94.782","516.907","499.153","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3287677","194950020","0 CARTOSAT 3","1 44804U 19081A   22030.52687103  .00001464  00000-0  72539-4 0  9993","2 44804  97.4189  94.7755 0012891 346.3067 122.4941 15.19275861120693"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-30T22:16:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-30T19:02:27.648384","15.19276656","0.00128790","97.4189","95.0373","345.4501","140.0391","0","U","44804","999","12073","0.00007215900000","0.00001456","0.0000000000000","6886.162","94.782","516.896","499.159","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3287682","194956274","0 CARTOSAT 3","1 44804U 19081A   22030.79337556  .00001456  00000-0  72159-4 0  9995","2 44804  97.4189  95.0373 0012879 345.4501 140.0391 15.19276656120735"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-31T02:27:54","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-30T19:02:27.648384","15.19276656","0.00128790","97.4189","95.0373","345.4501","140.0391","0","U","44804","999","12073","0.00007215900000","0.00001456","0.0000000000000","6886.162","94.782","516.896","499.159","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3287903","194980361","0 CARTOSAT 3","1 44804U 19081A   22030.79337556  .00001456  00000-0  72159-4 0  9995","2 44804  97.4189  95.0373 0012879 345.4501 140.0391 15.19276656120735"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-31T06:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-31T04:21:05.834592","15.19278107","0.00128220","97.4190","95.4185","344.0501","101.8967","0","U","44804","999","12079","0.00007331500000","0.00001481","0.0000000000000","6886.158","94.782","516.853","499.194","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3287928","194986843","0 CARTOSAT 3","1 44804U 19081A   22031.18131753  .00001481  00000-0  73315-4 0  9993","2 44804  97.4190  95.4185 0012822 344.0501 101.8967 15.19278107120798"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-31T14:16:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-31T10:43:56.370144","15.19279547","0.00128480","97.4187","95.6795","343.1000","116.0319","0","U","44804","999","12083","0.00007702400000","0.00001559","0.0000000000000","6886.154","94.782","516.866","499.171","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3288159","194992051","0 CARTOSAT 3","1 44804U 19081A   22031.44718021  .00001559  00000-0  77024-4 0  9998","2 44804  97.4187  95.6795 0012848 343.1000 116.0319 15.19279547120838"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-31T18:08:21","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-31T14:02:18.180096","15.19280122","0.00128570","97.4188","95.8150","342.7191","149.3572","0","U","44804","999","12085","0.00007745900000","0.00001568","0.0000000000000","6886.152","94.782","516.871","499.163","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3288447","195017156","0 CARTOSAT 3","1 44804U 19081A   22031.58493264  .00001568  00000-0  77459-4 0  9994","2 44804  97.4188  95.8150 0012857 342.7191 149.3572 15.19280122120855"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-01-31T22:16:11","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-31T18:42:29.979360","15.19280832","0.00128020","97.4187","96.0059","342.0346","133.6065","0","U","44804","999","12088","0.00007784700000","0.00001577","0.0000000000000","6886.150","94.782","516.830","499.199","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3288476","195024424","0 CARTOSAT 3","1 44804U 19081A   22031.77951365  .00001577  00000-0  77847-4 0  9997","2 44804  97.4187  96.0059 0012802 342.0346 133.6065 15.19280832120884"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-02-01T04:38:53","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-01-31T21:50:07.965888","15.19281184","0.00127780","97.4187","96.1339","341.5787","126.2758","0","U","44804","999","12090","0.00007743500000","0.00001568","0.0000000000000","6886.149","94.782","516.813","499.215","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3288814","195050601","0 CARTOSAT 3","1 44804U 19081A   22031.90981442  .00001568  00000-0  77435-4 0  9994","2 44804  97.4187  96.1339 0012778 341.5787 126.2758 15.19281184120902"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-02-01T06:16:17","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-02-01T02:21:23.881248","15.19282229","0.00127650","97.4186","96.3187","340.9039","76.6167","0","U","44804","999","12093","0.00007960300000","0.00001614","0.0000000000000","6886.146","94.782","516.801","499.220","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3288820","195057158","0 CARTOSAT 3","1 44804U 19081A   22032.09819307  .00001614  00000-0  79603-4 0  9996","2 44804  97.4186  96.3187 0012765 340.9039  76.6167 15.19282229120939"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-02-01T14:16:12","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-02-01T10:19:07.082976","15.19284334","0.00128170","97.4183","96.6446","339.9417","90.9043","0","U","44804","999","12098","0.00008637900000","0.00001757","0.0000000000000","6886.139","94.781","516.830","499.178","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3289050","195061873","0 CARTOSAT 3","1 44804U 19081A   22032.42994309  .00001757  00000-0  86379-4 0  9995","2 44804  97.4183  96.6446 0012817 339.9417  90.9043 15.19284334120989"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-02-01T19:36:18","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-02-01T13:45:59.673312","15.19285040","0.00128010","97.4185","96.7860","339.5093","156.5969","0","U","44804","999","12100","0.00008753400000","0.00001782","0.0000000000000","6886.137","94.781","516.817","499.187","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3289399","195090281","0 CARTOSAT 3","1 44804U 19081A   22032.57360733  .00001782  00000-0  87534-4 0  9991","2 44804  97.4185  96.7860 0012801 339.5093 156.5969 15.19285040121006"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-02-01T22:16:16","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-02-01T15:26:48.056064","15.19285362","0.00127870","97.4184","96.8546","339.2797","179.4668","0","U","44804","999","12101","0.00008789500000","0.00001789","0.0000000000000","6886.136","94.781","516.806","499.196","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3289410","195095736","0 CARTOSAT 3","1 44804U 19081A   22032.64361176  .00001789  00000-0  87895-4 0  9998","2 44804  97.4184  96.8546 0012787 339.2797 179.4668 15.19285362121016"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2022-02-02T02:38:00","18 SPCS","CARTOSAT 3","2019-081A","EARTH","TEME","UTC","SGP4","2022-02-01T21:34:31.999008","15.19286278","0.00127180","97.4185","97.1055","338.2450","136.3361","0","U","44804","999","12105","0.00008818300000","0.00001795","0.0000000000000","6886.133","94.781","516.756","499.241","PAYLOAD","LARGE","IND","2019-11-27","SRI",null,"3289675","195121145","0 CARTOSAT 3","1 44804U 19081A   22032.89898147  .00001795  00000-0  88183-4 0  9996","2 44804  97.4185  97.1055 0012718 338.2450 136.3361 15.19286278121058"
